Date,Open,High,Low,Close,Volume,sp500,vix,dxy,brentoil,dowjones,RSI_10,RSI_14,ROC_12,STD_DEV_20,CCI_20,H_L,H_CP,MACD_Line_6_20,MACD_Signal_6_20,ATR_14,OBV,EMA_5,SMA_5,BB_Mid_20,BB_Upper_20,BB_Lower_20,STOCH_K,STOCH_D,EMA_12,EMA_26,MACD_Histogram,Target_Return_1d,Log_return,SMA_14
2021-03-13,14.58,15.63,13.91,15.29,11110133.82,3943.34,20.69,113.0269,68.87,32778.64,56.54627539503385,47.66888677450047,0.212314225053074,0.7753320171656173,124.76296600394897,1.7200000000000006,1.0500000000000007,0.5013217037469069,0.1569292193654049,1.4892857142857139,6598654.490000002,14.869181019153586,14.984,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.439025850232156,14.224489403919721,0.34439248438150194,-0.05297580117723999,0.04754829336045886,14.110714285714286
2021-03-14,15.29,15.39,14.38,14.48,5729826.03,3943.34,20.69,113.0269,68.87,32778.64,58.120649651972165,47.66888677450047,0.212314225053074,0.7753320171656173,124.76296600394897,1.0099999999999998,0.10000000000000142,0.3969029392470045,0.20492396334172483,1.4892857142857139,868828.4600000018,14.739454012769059,14.91,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.445329565581055,14.243416114740482,0.19197897590527965,-0.02209944751381221,-0.05443063298340059,14.110714285714286
2021-03-15,14.45,14.33,13.11,14.16,16757368.37,3968.94,20.03,113.1928,68.78,32953.46,59.430604982206404,47.66888677450047,0.212314225053074,0.7753320171656173,124.76296600394897,1.2200000000000006,-0.15000000000000036,0.2576689638423879,0.21547296344185746,1.4892857142857139,-15888539.909999996,14.546302675179373,14.904,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.401432709337815,14.237237143278223,0.04219600040053045,-0.03672316384180785,-0.02234729869199666,14.110714285714286
2021-03-16,14.16,14.29,13.23,13.64,7386266.91,3962.71,19.79,112.9839,67.95,32825.95,53.37278106508876,47.66888677450047,4.281345565749239,0.7753320171656173,124.76296600394897,1.0599999999999987,0.129999999999999,0.06162880385049618,0.18470413152358522,1.4892857142857139,-23274806.819999997,14.244201783452917,14.429999999999998,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.284289215593535,14.192997354887243,-0.12307532767308904,0.04252199413489732,-0.037414435850257596,14.110714285714286
2021-03-17,13.64,14.93,14.02,14.22,19582474.34,3974.12,19.23,113.1589,67.73,33015.37,52.242424242424256,50.40577096483319,13.126491646778046,0.7753320171656173,124.76296600394897,0.9100000000000001,1.2899999999999991,0.0437353996693286,0.1565103851527339,1.510714285714285,-3692332.4799999967,14.236134522301946,14.357999999999999,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.274398567040684,14.19499755082152,-0.11277498548340531,0.0,0.041642771959778745,14.117142857142857
2021-03-18,14.22,14.46,13.64,14.22,13945970.29,3915.46,21.58,112.7744,62.11,32862.3,53.54037267080745,55.6772908366534,8.798775822494264,0.7753320171656173,124.76296600394897,0.8200000000000003,0.2400000000000002,0.03098155615988496,0.13140461935416411,1.4607142857142854,-3692332.4799999967,14.230756348201298,14.144,14.1715,15.722164034331234,12.620835965668766,46.33260711692086,47.381286732199534,14.266029556726734,14.196849584094,-0.10042306319427916,-0.005625879043600568,0.0,14.198571428571428
2021-03-19,14.22,14.47,13.88,14.14,10829869.62,3913.1,20.95,112.9756,64.0,32627.97,44.87734487734488,58.168574401664934,2.093862815884483,0.7753320171656173,124.76296600394897,0.5899999999999999,0.25,0.006658145560995976,0.10645532459553049,1.4357142857142853,-14522202.099999996,14.2005042321342,14.076000000000002,14.1715,15.722164034331234,12.620835965668766,49.96368917937548,47.381286732199534,14.24664039415339,14.192638503790741,-0.09979717903453451,0.0014144271570013522,-0.005641763906668126,14.310714285714285
2021-03-20,14.14,14.95,14.11,14.16,3652184.81,3913.1,20.95,112.9756,64.0,32627.97,49.76152623211447,55.96933187294633,3.736263736263735,0.7753320171656173,124.76296600394897,0.8399999999999999,0.8099999999999987,-0.0054327155896061186,0.08407771655850317,1.3957142857142857,-10870017.289999995,14.187002821422801,14.075999999999999,14.1715,15.722164034331234,12.620835965668766,45.847563900302255,47.381286732199534,14.233311102745176,14.19022083684328,-0.08951043214810929,0.012005649717514055,0.0014134277971469427,14.388571428571428
2021-03-21,14.16,14.38,13.64,14.33,5405747.15,3913.1,20.95,112.9756,64.0,32627.97,31.896551724137908,52.81690140845071,-3.5016835016834986,0.7753320171656173,124.76296600394897,0.7400000000000002,0.22000000000000064,0.01928224395495981,0.0711186220377945,1.3564285714285713,-5464270.139999995,14.234668547615202,14.213999999999999,14.1715,15.722164034331234,12.620835965668766,41.21830696237992,45.67652001401922,14.248186317707457,14.200574848928962,-0.051836378082834686,0.03349616189811577,0.011934153574506712,14.422857142857143
2021-03-22,14.33,16.64,14.17,14.81,19560554.6,3940.59,18.88,113.0023,63.89,32731.2,53.11653116531166,56.59090909090909,4.369274136716005,0.7753320171656173,124.76296600394897,2.4700000000000006,2.3100000000000005,0.1261583812400886,0.08212657387825333,1.4749999999999999,14096284.460000006,14.426445698410136,14.331999999999999,14.1715,15.722164034331234,12.620835965668766,41.00393939812622,42.6899367536028,14.33461919190631,14.245717452712002,0.044031807361835276,-0.04388926401080351,0.032947386439626865,14.505714285714287
2021-03-23,14.81,15.21,14.06,14.16,10196032.12,3910.52,20.3,113.2916,59.96,32423.15,34.435261707989,45.81818181818182,-11.555277951280457,0.775276521126834,36.882693873641394,1.1500000000000004,0.40000000000000036,0.0679855888395906,0.07929837687052078,1.4357142857142855,3900252.3400000073,14.337630465606757,14.320000000000002,14.173000000000002,15.72355304225367,12.622446957746334,38.18685807171599,40.13636814407405,14.3077547008438,14.239368011770372,-0.01131278803093018,-0.0402542372881356,-0.044881540014133706,14.456428571428573
2021-03-24,14.16,15.34,13.59,13.59,8255939.18,3889.14,21.2,113.6565,63.7,32420.06,36.87315634218289,46.32352941176471,-6.790123456790124,0.7452394528641536,-2.825033508609289,1.75,1.1799999999999997,-0.08003044948289606,0.04743261159983742,1.4164285714285714,-4355686.839999992,14.088420310404505,14.209999999999999,14.198500000000001,15.688978905728309,12.708021094271693,30.500472143531642,36.563756537791285,14.197330900713984,14.19126667756516,-0.12746306108273348,-0.043414275202354635,-0.04108686010252136,14.413571428571428
2021-03-25,13.59,13.68,12.58,13.0,8439341.48,3909.52,19.81,114.0016,61.21,32619.48,34.15300546448087,28.282828282828262,-14.977109221713533,0.7006538299857383,-146.84801381692586,1.0999999999999996,0.08999999999999986,-0.2858903259638801,-0.01923197591290608,1.307857142857143,-12795028.319999993,13.72561354026967,13.978,14.219999999999999,15.621307659971475,12.818692340028523,17.895867930057637,28.86106604843509,14.013126146757987,14.103024701449222,-0.266658350050974,0.13615384615384607,-0.04438487070151557,14.198571428571428
2021-03-26,13.0,14.79,12.29,14.77,9553630.84,3974.54,18.86,113.7406,63.77,33072.88,61.507128309572295,51.306740027510315,2.002762430939221,0.65545885896025,-48.35164835164882,2.5,1.7899999999999991,-0.07400683590835655,-0.030186947911996175,1.315,-3241397.479999993,14.07374236017978,14.065999999999999,14.304999999999998,15.615917717920498,12.994082282079498,26.984685183376204,25.127008418988495,14.129568278025989,14.152430279119649,-0.04381988799636037,0.11509817197020977,0.12764873908175162,14.21214285714286
2021-03-27,14.77,16.81,14.74,16.47,17711606.91,3974.54,18.86,113.7406,63.77,33072.88,68.65671641791043,57.142857142857146,16.31355932203389,0.804588158788803,215.9346088206229,2.0699999999999985,2.039999999999999,0.3887479865331951,0.05360003897704208,1.3399999999999999,14470209.430000007,14.872494906786521,14.398,14.436000000000002,16.045176317577607,12.826823682422395,53.27806598175838,32.719539698397405,14.48963469679122,14.324102110295971,0.335147947556153,0.0977534911961142,0.10894244764626042,14.296428571428569
2021-03-28,16.47,19.36,16.34,18.08,23638556.99,3974.54,18.86,113.7406,63.77,33072.88,75.26178010471203,69.86754966887416,32.55131964809382,1.1234246279732514,321.0236475542593,3.0199999999999996,2.8900000000000006,0.9838957156883961,0.23965917431931288,1.4835714285714283,38108766.42,15.941663271191015,15.181999999999999,14.657499999999999,16.904349255946503,12.410650744053497,77.12823424981671,52.46366180498376,15.041998589592572,14.602316768792566,0.7442365413690832,0.04646017699115057,0.09326581077448154,14.553571428571429
2021-03-29,18.08,19.01,17.67,18.92,16701335.37,3971.09,20.74,113.9314,64.06,33171.37,78.45238095238095,74.84342379958247,33.05203938115331,1.4740417047588636,268.5207007620394,1.3399999999999999,0.9300000000000033,1.501742323899217,0.49207580423529373,1.481428571428571,54810101.79,16.93444218079401,16.247999999999998,14.861,17.80908340951773,11.912916590482274,89.38324300192346,73.26318107783284,15.638614191193714,14.922145156289412,1.0096665196639232,0.009513742071881603,0.0454132086597019,14.893571428571429
2021-03-30,18.92,20.86,18.9,19.1,19211419.73,3958.55,19.61,114.203,63.28,33066.96,78.85514018691589,79.54545454545455,34.31786216596343,1.741092442903833,249.90802060338478,1.9600000000000009,1.9399999999999977,1.829827075493986,0.7596260584870322,1.5457142857142858,74021521.52,17.65629478719601,17.468,15.1065,18.588684885807666,11.624315114192335,85.04503225785157,83.85216983653059,16.17113508485622,15.23161588545316,1.0702010170069538,0.01675392670157061,0.009468771428851967,15.28357142857143
2021-03-31,19.1,19.81,18.06,19.42,15131085.75,3972.89,19.4,113.8234,63.52,32981.55,79.21928817451206,78.9532293986637,37.34087694483735,1.9842169342350795,172.11137414045743,1.75,0.7099999999999973,2.0530158040621984,1.0183040076020655,1.5785714285714287,89152607.27,18.244196524797342,18.398000000000003,15.277000000000001,19.24543386847016,11.308566131529842,85.4789879721428,86.63575441063927,16.670960456416804,15.541866560604777,1.034711796460133,-0.019567456230690117,0.016615127810594595,15.655
2021-04-01,19.42,20.76,18.77,19.04,17593640.31,4019.87,17.33,113.7389,63.85,33153.21,74.56445993031357,75.74786324786322,34.46327683615819,2.1458037385116375,151.52428873854348,1.990000000000002,1.3399999999999999,2.069008089761052,1.2284448240338628,1.6621428571428574,71558966.96,18.509464349864896,18.912,15.5,19.791607477023277,11.208392522976725,80.47452353169975,83.66618125389805,17.035428078506527,15.800987556115535,0.8405632657271893,0.03834033613445387,-0.019761433499959707,15.999285714285715
2021-04-02,19.04,19.81,18.55,19.77,11138607.45,4019.87,17.33,113.7315,63.85,33153.21,82.2784810126582,78.12187812187811,37.96231681786462,2.3471178294374466,121.66998453512359,1.259999999999998,0.7699999999999996,2.1620913195729337,1.415174123141677,1.7099999999999997,82697574.41,18.929642899909933,19.25,15.724,20.41823565887489,11.029764341125107,83.08051341890315,83.01134164091523,17.456131451043984,16.094988477884755,0.7469171964312566,0.13505311077389992,0.03762360781930637,16.40142857142857
2021-04-03,19.77,23.8,19.74,22.44,51615008.06,4019.87,17.33,113.7315,63.85,33153.21,91.01019462465244,82.70142180094786,51.51924375422012,2.7630962800147905,167.83408872407648,4.060000000000002,4.030000000000001,2.671986160075228,1.6665365305283872,1.9400000000000002,134312582.47,20.09976193327329,19.954,16.122,21.64819256002958,10.595807439970418,84.74284279545192,82.76595991535162,18.222880458575677,16.564989331374772,1.005449629546841,0.061051693404634566,0.12667944347197008,16.992857142857144
2021-04-04,22.44,25.53,22.04,23.81,33954665.69,4019.87,17.33,113.7315,63.85,33153.21,96.71564390665512,84.19913419913419,68.14971751412429,3.209025881052247,176.73734526289974,3.490000000000002,3.09,3.1897553111460937,1.9711802866519288,2.1364285714285716,168267248.16,21.336507955515525,20.896,16.604499999999998,23.02255176210449,10.186448237895505,87.49148821419995,85.10494814285168,19.082437311102495,17.101656788309974,1.2185750244941649,-0.03443931121377575,0.05926057984427583,17.669999999999998
2021-04-05,23.81,24.76,22.77,22.99,27230532.4,4077.91,17.91,113.394,63.85,33527.19,88.70056497175139,78.80281690140843,69.16850625459897,3.4280140023051233,144.3442365504553,1.990000000000002,0.9500000000000028,3.281381488745737,2.2332205270706904,2.1021428571428578,141036715.76,21.887671970343686,21.610000000000003,17.072,23.928028004610248,10.215971995389753,85.33632035893304,85.8568837895283,19.683600801702113,17.537830359546273,1.0481609616750465,0.09134406263592876,-0.03504632172368126,18.254285714285714
2021-04-06,22.99,25.3,21.86,25.09,29200559.83,4073.94,18.12,113.1464,61.47,33430.24,89.11070780399272,84.92012779552715,93.0,3.7941845736531263,136.47009619406106,3.4400000000000013,2.3100000000000023,3.651306392942903,2.516837700245133,2.265714285714286,170237275.58999997,22.95511464689579,22.82,17.6155,25.203869147306253,10.027130852693748,88.16717019133937,86.99832625482412,20.51535452451717,18.097250332913216,1.1344686926977698,0.05779194898365869,0.08741002160324082,19.035
2021-04-07,25.09,27.56,22.97,26.54,62941535.1,4079.95,17.16,113.2436,61.86,33446.26,88.95027624309391,89.17120387174832,79.68855788761002,4.193033413952994,148.756831273694,4.59,2.469999999999999,4.067208708092284,2.8269119018145634,2.4685714285714293,233178810.68999997,24.150076431263862,24.174,18.2315,26.61756682790599,9.845433172094012,90.27089429543149,87.92479494856796,21.44222305920684,18.722639197141866,1.2402968062777209,0.016955538809344306,0.0561836685257304,19.96
2021-04-08,26.54,27.94,25.65,26.99,33561712.5,4097.17,16.95,113.0917,62.09,33503.57,88.53868194842404,92.67846247712018,63.87370977534912,4.505925221889855,150.50082178187117,2.2900000000000027,1.4000000000000021,4.311031055757738,3.1237357326031985,2.5535714285714293,266740523.18999997,25.096717620842576,25.084,18.874000000000002,27.885850443779713,9.862149556220292,94.6422284588566,91.02676431520915,22.29572720394425,19.335036293649875,1.1872953231545393,0.025194516487588192,0.016813398125851756,20.959285714285716
2021-04-09,26.99,28.98,26.83,27.67,26523027.61,4128.8,16.69,113.2028,61.89,33800.6,89.06107566089332,92.15686274509802,53.04203539823011,4.767133614105737,147.4207378363093,2.150000000000002,1.990000000000002,4.480820163276022,3.395152618737763,2.5285714285714294,293263550.79999995,25.954478413895053,25.856,19.549500000000002,29.083767228211478,10.015232771788527,92.68350333806727,92.53220869745178,23.12253840333744,19.952441012638772,1.0856675445382584,-0.03216479942175643,0.024882366768921443,21.880714285714287
2021-04-10,27.67,28.24,25.95,26.78,27356959.52,4128.8,16.69,113.2028,61.89,33800.6,81.88908145580587,85.57625948930296,41.54334038054968,4.861624809615986,114.90771099978355,2.289999999999999,0.5699999999999967,4.299096928998011,3.575941480789813,2.544285714285715,265906591.27999994,26.229652275930036,26.613999999999997,20.172,29.895249619231972,10.448750380768029,89.10840365555914,92.14471181749434,23.68522480282399,20.45818612281368,0.7231554482081983,0.0410754294249438,-0.032693453535808104,22.617142857142856
2021-04-11,26.78,28.61,25.54,27.88,16214588.58,4128.8,16.69,113.2028,61.89,33800.6,86.05220228384991,85.0500715307582,45.96858638743454,4.9799254644601785,105.93890253955486,3.0700000000000003,1.8299999999999983,4.274198323743573,3.715592849380565,2.547857142857144,282121179.85999995,26.779768183953358,27.172000000000004,20.825499999999998,30.785350928920355,10.865649071079641,87.88986407632773,89.89392368998472,24.33057483315876,21.00795011371637,0.5586054743630076,0.02223816355810615,0.040254245629296505,23.31714285714286
2021-04-12,27.88,29.86,26.81,28.5,29827427.91,4127.99,16.91,113.1815,62.38,33745.4,85.92592592592592,84.8110465116279,46.75592173017507,5.002003677475024,109.5910780669145,3.0500000000000007,1.9800000000000004,4.259897910177951,3.8244538615400425,2.670000000000001,311948607.77,27.35317878930224,27.564,21.542499999999997,31.546507354950045,11.53849264504995,87.11453556747226,88.03760109978639,24.972024858826643,21.5629167719596,0.43544404863790875,-0.03578947368421048,0.02199450138228169,24.00142857142857
2021-04-13,28.5,28.72,26.39,27.48,26307294.68,4141.59,16.65,113.0391,62.83,33677.27,74.0,78.69863013698628,44.327731092436984,4.799922258142365,88.03645623911002,2.3299999999999983,0.21999999999999886,3.9404548426307002,3.847654057758174,2.696428571428572,285641313.09,27.395452526201495,27.662,22.237000000000002,31.83684451628473,12.637155483715272,86.19305948937745,87.06581971105913,25.35786718823793,22.001219233295927,0.09280078487252608,-0.038937409024745295,-0.0364456199204562,24.6
2021-04-14,27.48,27.58,24.7,26.41,45984462.5,4124.66,16.99,112.7849,66.11,33730.89,62.74509803921569,72.7687296416938,33.586241780475476,4.357970163662022,61.05856256701206,2.879999999999999,0.09999999999999787,3.4229792590421866,3.7627190980149767,2.777142857142858,239656850.58999997,27.066968350800998,27.410000000000004,22.9075,31.62344032732404,14.191559672675956,79.26703532197398,84.19154345960789,25.519733774662864,22.32779558638512,-0.33973983897279014,0.05225293449450952,-0.03971574104510777,25.099285714285713
2021-04-15,26.41,28.23,25.49,27.79,28186331.25,4170.42,16.57,112.6181,66.13,34035.99,72.30483271375465,76.75840978593271,23.841354723707653,4.039216019555223,72.46224632009006,2.740000000000002,1.8200000000000003,3.2582711129396174,3.661829500999905,2.8307142857142864,267843181.83999997,27.307978900534,27.612000000000002,23.558500000000002,31.636932039110448,15.480067960889556,77.00804747561033,80.82271409565392,25.869005501637808,22.732403320726963,-0.40355838806028776,-0.08852105073767547,0.05093351744537137,25.724285714285713
2021-04-16,27.79,28.23,24.92,25.33,30923797.26,4185.47,16.25,112.4814,65.98,34200.67,51.07913669064748,65.37610619469027,6.383872322553548,3.6917864381980587,48.101983102537446,3.3099999999999987,0.4400000000000013,2.5945952059225945,3.448382641984443,2.9771428571428578,236919384.57999998,26.648652600356,27.101999999999997,24.0015,31.385072876396116,16.617927123603884,68.81026270081743,75.02844849946725,25.786081578308913,22.924817889562004,-0.8537874360618485,-0.01855507303592574,-0.09268677974082855,26.12142857142857
2021-04-17,25.33,26.76,24.8,24.86,20969838.59,4185.47,16.25,112.4814,65.98,34200.67,41.71597633136095,57.61964735516372,8.133971291866034,3.4207639574562183,28.089378450668118,1.9600000000000009,1.4300000000000033,2.0055639678932913,3.159818907166213,2.8271428571428574,215949545.98999998,26.052435066904003,26.374000000000002,24.3405,31.182027914912435,17.498972085087562,58.144922294097704,67.98774415684181,25.64360748933831,23.06816471255741,-1.1542549392729216,0.3024939662107804,-0.018729377931018757,26.294285714285714
2021-04-18,24.86,32.98,21.04,32.38,119688886.95,4185.47,16.25,112.4814,65.98,34200.67,65.65950029052877,69.45074897866546,29.05540055799124,3.616657769412607,98.74378841375717,11.939999999999998,8.119999999999997,3.0027053047343983,3.12839618667985,3.4307142857142856,335638432.94,28.161623377936003,27.353999999999996,25.0135,32.24681553882522,17.780184461174787,62.57067617401899,63.17528705631137,26.67997556790165,23.75793028940501,-0.12569088194545186,-0.02470660901791244,0.26428086216692404,26.90642857142857
2021-04-19,32.38,35.99,29.98,31.58,117626095.61,4163.26,17.29,112.1835,66.54,34077.63,61.2810155799192,69.51385733757382,18.99020346646571,3.6192902401030507,178.25262708566115,6.010000000000002,3.6099999999999994,3.4130291535845174,3.1853227800607837,3.717857142857143,218012337.32999998,29.301082251957336,28.387999999999998,25.6375,32.8760804802061,18.3989195197939,67.65884887088734,62.791482446334676,27.433825480532164,24.337342860560195,0.22770637352373369,0.00601646611779616,-0.025016939421993192,27.52
2021-04-20,31.58,32.64,28.7,31.77,107569901.58,4134.94,18.68,112.2354,65.34,33821.3,65.00300661455199,66.61691542288557,17.710263060392744,3.55564858248185,135.67106116274053,3.9400000000000013,1.0600000000000023,3.621523364648624,3.2725628969783522,3.753571428571429,325582238.90999997,30.124054834638226,29.183999999999997,26.255000000000003,33.366297164963704,19.1437028350363,79.08304062116605,69.77085522202412,28.100929252757986,24.887910056074254,0.3489604676702718,0.02675480012590481,0.005998439453928836,27.997142857142858
2021-04-21,31.77,35.05,30.19,32.62,95745919.88,4173.42,17.5,112.1771,64.02,34137.31,64.46886446886445,65.58974358974359,17.889410914347653,3.3985002884399216,167.25105928481582,4.859999999999996,3.2799999999999976,3.819624429903694,3.381975203563421,3.7728571428571427,421328158.78999996,30.956036556425484,30.641999999999996,26.933999999999997,33.73100057687984,20.136999423120155,73.24414715719062,73.32867888308134,28.796170906179835,25.46065745932801,0.43764922634027315,0.19160024524831387,0.0264031489114429,28.43142857142857
2021-04-22,32.62,40.72,31.58,38.87,181569212.58,4134.98,18.71,112.2297,65.07,33815.9,73.55747387551112,73.4782608695652,45.14563106796115,3.9226131193644918,249.70056864586954,9.14,8.100000000000001,5.034189759697007,3.7124181147901383,4.262142857142857,602897371.37,33.59402437095032,33.444,27.889,35.73422623872898,20.043773761271016,79.94345424223472,77.42354734019713,30.345990766767553,26.45394209197038,1.3217716449068688,-0.04270645742217638,0.17529714767126395,29.279999999999998
2021-04-23,38.87,41.15,31.46,37.21,179063596.72,4180.17,17.33,112.0889,65.75,34043.49,71.47902869757175,68.15068493150685,33.4648493543759,4.221703167156455,191.0747596498779,9.689999999999998,2.280000000000001,5.36593770045603,4.043122031923317,4.800714285714285,423833774.65,34.79934958063355,34.41,28.627499999999998,37.07090633431291,20.184093665687087,82.8218482701758,78.66981655653372,31.401992187264852,27.250687122194797,1.322815668532713,0.09701693093254504,-0.043645202505600555,29.961428571428574
2021-04-24,37.21,43.63,34.69,40.82,96497314.31,4180.17,17.33,112.0889,65.75,34043.49,78.60262008733625,74.20689655172413,43.228070175438596,4.864557750223861,202.1380072935577,8.940000000000005,6.420000000000002,6.121939765559997,4.458885578650653,5.275714285714286,520331088.96,36.806233053755705,36.257999999999996,29.477999999999998,39.20711550044772,19.748884499552275,86.18940615704776,82.98490288981942,32.85091646614718,28.255821409439626,1.6630541869093438,0.16585007349338565,0.09259461502316763,30.964285714285715
2021-04-25,40.82,48.54,40.46,47.59,121701256.7,4180.17,17.33,112.0889,65.75,34043.49,82.37410071942446,78.42515142774732,73.18049490538574,6.092734758883331,233.56057378213322,8.079999999999998,7.719999999999999,7.733452943265011,5.113799051573525,5.633571428571428,642032345.66,40.40082203583714,39.422,30.708,42.89346951776666,18.522530482233336,88.17135984022094,85.72753808914815,35.11846777904762,29.687982786518173,2.6196538916914855,-0.07627652868249635,0.1534504977513204,32.372142857142855
2021-04-26,47.59,48.5,43.37,43.96,93541895.24,4187.62,17.64,111.8109,65.5,33981.57,79.33858267716536,70.5148619957537,66.45210147671337,6.615598214586641,184.80262103985768,5.130000000000003,0.9099999999999966,7.873044372577368,5.665648115774294,5.7821428571428575,548490450.42,41.58721469055809,41.690000000000005,31.6515,44.88269642917328,18.420303570826718,89.15059224381935,87.83711941369602,36.47870350534799,30.745169246776086,2.207396256803074,-0.015923566878981,-0.07934252559759851,33.47642857142857
